p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99,p_100,p_101,p_102,p_103,p_104,p_105,p_106,p_107,p_108,p_109,p_110,p_111,p_112,p_113,p_114,p_115,p_116,p_117,p_118
-227.6141961746114,44.651409780697406,44.651409780697406,-118.84326371225076,-191.18053091576544,221.12200479583367,-170.44882779968842,-227.6141961746114,-118.84326371225076,-78.96179924005159,44.651409780697406,-88.56737860338085,-78.96179924005159,-78.96179924005159,184.4599158761337,184.4599158761337,-201.08693438515812,-201.08693438515812,-3.304801893006138,-3.304801893006138,-3.304801893006138,-201.08693438515812,184.4599158761337,-232.26146456038043,-227.6141961746114,221.12200479583367,250.66524330747117,-88.56737860338085,221.12200479583367,-118.84326371225076,-227.6141961746114,179.8879236233047,184.4599158761337,-227.6141961746114,44.651409780697406,-201.08693438515812,200.1522175246857,-232.26146456038043,-88.56737860338085,-44.8049658489417,-44.8049658489417,179.8879236233047,-170.44882779968842,-3.304801893006138,-201.08693438515812,-201.08693438515812,-118.84326371225076,-227.6141961746114,-118.84326371225076,-201.08693438515812,-201.08693438515812,-44.8049658489417,-3.304801893006138,-191.18053091576544,-88.56737860338085,-201.08693438515812,250.66524330747117,-201.08693438515812,-156.21259952095613,-191.18053091576544,-170.44882779968842,-44.8049658489417,-156.21259952095613,221.12200479583367,221.12200479583367,-191.18053091576544,221.12200479583367,-232.26146456038043,-156.21259952095613,-88.56737860338085,250.66524330747117,-88.56737860338085,-3.304801893006138,-201.08693438515812,-156.21259952095613,179.8879236233047,-78.96179924005159,-156.21259952095613,-118.84326371225076,-170.44882779968842,-118.84326371225076,-3.304801893006138,-232.26146456038043,179.8879236233047,203.07330131156752,250.66524330747117,-201.08693438515812,-3.304801893006138,203.07330131156752,200.1522175246857,-3.304801893006138,-156.21259952095613,-191.18053091576544,-201.08693438515812,-201.08693438515812,-44.8049658489417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-227.6141961746114,-170.44882779968842,-232.26146456038043,-118.84326371225076,203.07330131156752,-88.56737860338085,-201.08693438515812,-201.08693438515812,221.12200479583367,44.651409780697406,184.4599158761337,-170.44882779968842,-3.304801893006138,-78.96179924005159,-118.84326371225076,221.12200479583367,200.1522175246857,-201.08693438515812,-170.44882779968842,-170.44882779968842,-201.08693438515812,-201.08693438515812,-227.6141961746114,179.8879236233047,221.12200479583367,44.651409780697406,-118.84326371225076,184.4599158761337,179.8879236233047,-118.84326371225076,179.8879236233047,-3.304801893006138,-227.6141961746114,-201.08693438515812,200.1522175246857,-118.84326371225076,-170.44882779968842,-201.08693438515812,44.651409780697406,221.12200479583367,221.12200479583367,-227.6141961746114,-191.18053091576544,-232.26146456038043,-227.6141961746114,44.651409780697406,221.12200479583367,-3.304801893006138,184.4599158761337,179.8879236233047,-170.44882779968842,44.651409780697406,-201.08693438515812,-191.18053091576544,-118.84326371225076,-118.84326371225076,-118.84326371225076,221.12200479583367,221.12200479583367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-170.44882779968842,184.4599158761337,44.651409780697406,221.12200479583367,-232.26146456038043,-232.26146456038043,184.4599158761337,44.651409780697406,44.651409780697406,-170.44882779968842,-170.44882779968842,44.651409780697406,44.651409780697406,44.651409780697406,44.651409780697406,-44.8049658489417,-118.84326371225076,-88.56737860338085,250.66524330747117,200.1522175246857,200.1522175246857,184.4599158761337,200.1522175246857,184.4599158761337,-3.304801893006138,44.651409780697406,-44.8049658489417,-201.08693438515812,200.1522175246857,184.4599158761337,203.07330131156752,194.4742410288251,184.4599158761337,-201.08693438515812,-118.84326371225076,44.651409780697406,-44.8049658489417,-232.26146456038043,-201.08693438515812,-232.26146456038043,-88.56737860338085,179.8879236233047,250.66524330747117,-227.6141961746114,-170.44882779968842,250.66524330747117,184.4599158761337,184.4599158761337,-118.84326371225076,179.8879236233047,203.07330131156752,184.4599158761337,-156.21259952095613,184.4599158761337,34.80050540567216,-118.84326371225076,250.66524330747117,-118.84326371225076,200.1522175246857,184.4599158761337,-3.304801893006138,44.651409780697406,-191.18053091576544,-78.96179924005159,-44.8049658489417,-78.96179924005159,-118.84326371225076,184.4599158761337,-170.44882779968842,-78.96179924005159,-170.44882779968842,-201.08693438515812,44.651409780697406,184.4599158761337,-170.44882779968842,250.66524330747117,179.8879236233047,-44.8049658489417,-118.84326371225076,-44.8049658489417,184.4599158761337,200.1522175246857,-78.96179924005159,-78.96179924005159,44.651409780697406,194.4742410288251,-201.08693438515812,200.1522175246857,-170.44882779968842,-232.26146456038043,-170.44882779968842,-78.96179924005159,-170.44882779968842,-78.96179924005159,184.4599158761337,-232.26146456038043,250.66524330747117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-227.6141961746114,-191.18053091576544,184.4599158761337,250.66524330747117,-232.26146456038043,200.1522175246857,184.4599158761337,200.1522175246857,184.4599158761337,-3.304801893006138,221.12200479583367,221.12200479583367,184.4599158761337,184.4599158761337,184.4599158761337,203.07330131156752,194.4742410288251,194.4742410288251,-44.8049658489417,-170.44882779968842,194.4742410288251,-118.84326371225076,-118.84326371225076,-3.304801893006138,44.651409780697406,-78.96179924005159,-232.26146456038043,-201.08693438515812,179.8879236233047,250.66524330747117,-227.6141961746114,-170.44882779968842,250.66524330747117,-170.44882779968842,184.4599158761337,44.651409780697406,44.651409780697406,184.4599158761337,-201.08693438515812,-3.304801893006138,-170.44882779968842,34.80050540567216,179.8879236233047,250.66524330747117,200.1522175246857,-44.8049658489417,-88.56737860338085,221.12200479583367,44.651409780697406,-191.18053091576544,-201.08693438515812,-44.8049658489417,184.4599158761337,-201.08693438515812,184.4599158761337,-118.84326371225076,-78.96179924005159,-170.44882779968842,179.8879236233047,200.1522175246857,-78.96179924005159,-118.84326371225076,44.651409780697406,194.4742410288251,-78.96179924005159,200.1522175246857,-44.8049658489417,-232.26146456038043,-170.44882779968842,184.4599158761337,-3.304801893006138,-201.08693438515812,-88.56737860338085,-170.44882779968842,-232.26146456038043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-227.6141961746114,200.1522175246857,184.4599158761337,-78.96179924005159,44.651409780697406,-201.08693438515812,-3.304801893006138,-201.08693438515812,221.12200479583367,-201.08693438515812,-201.08693438515812,-201.08693438515812,184.4599158761337,34.80050540567216,-201.08693438515812,-201.08693438515812,203.07330131156752,-3.304801893006138,-201.08693438515812,-227.6141961746114,34.80050540567216,250.66524330747117,-118.84326371225076,-191.18053091576544,250.66524330747117,184.4599158761337,-227.6141961746114,-232.26146456038043,-78.96179924005159,200.1522175246857,44.651409780697406,184.4599158761337,179.8879236233047,44.651409780697406,-170.44882779968842,-88.56737860338085,-170.44882779968842,184.4599158761337,179.8879236233047,179.8879236233047,179.8879236233047,184.4599158761337,-191.18053091576544,44.651409780697406,-191.18053091576544,-201.08693438515812,194.4742410288251,-201.08693438515812,200.1522175246857,-191.18053091576544,179.8879236233047,-170.44882779968842,-227.6141961746114,-78.96179924005159,44.651409780697406,-170.44882779968842,-88.56737860338085,-232.26146456038043,-232.26146456038043,-201.08693438515812,200.1522175246857,179.8879236233047,250.66524330747117,-201.08693438515812,-232.26146456038043,44.651409780697406,-88.56737860338085,-170.44882779968842,-170.44882779968842,200.1522175246857,44.651409780697406,200.1522175246857,-191.18053091576544,-170.44882779968842,-201.08693438515812,250.66524330747117,-227.6141961746114,184.4599158761337,-118.84326371225076,-232.26146456038043,250.66524330747117,-170.44882779968842,-3.304801893006138,-78.96179924005159,203.07330131156752,200.1522175246857,-88.56737860338085,-88.56737860338085,250.66524330747117,-170.44882779968842,-170.44882779968842,221.12200479583367,200.1522175246857,179.8879236233047,200.1522175246857,44.651409780697406,200.1522175246857,-191.18053091576544,-170.44882779968842,-201.08693438515812,250.66524330747117,-227.6141961746114,184.4599158761337,-118.84326371225076,-232.26146456038043,250.66524330747117,-170.44882779968842,-3.304801893006138,-78.96179924005159,203.07330131156752,200.1522175246857,-88.56737860338085,-88.56737860338085,250.66524330747117,-170.44882779968842,-170.44882779968842,221.12200479583367,200.1522175246857,179.8879236233047
-227.6141961746114,-170.44882779968842,250.66524330747117,-88.56737860338085,-3.304801893006138,-156.21259952095613,44.651409780697406,-78.96179924005159,-201.08693438515812,-201.08693438515812,184.4599158761337,-201.08693438515812,44.651409780697406,250.66524330747117,-201.08693438515812,-44.8049658489417,184.4599158761337,-201.08693438515812,-170.44882779968842,44.651409780697406,-191.18053091576544,250.66524330747117,-44.8049658489417,184.4599158761337,-232.26146456038043,-118.84326371225076,250.66524330747117,221.12200479583367,-44.8049658489417,-78.96179924005159,203.07330131156752,203.07330131156752,-232.26146456038043,34.80050540567216,-170.44882779968842,221.12200479583367,-201.08693438515812,179.8879236233047,-201.08693438515812,250.66524330747117,250.66524330747117,-227.6141961746114,-88.56737860338085,-78.96179924005159,250.66524330747117,250.66524330747117,-201.08693438515812,-201.08693438515812,-156.21259952095613,-88.56737860338085,44.651409780697406,250.66524330747117,-88.56737860338085,44.651409780697406,-227.6141961746114,44.651409780697406,-201.08693438515812,221.12200479583367,250.66524330747117,-118.84326371225076,-156.21259952095613,-118.84326371225076,-156.21259952095613,200.1522175246857,200.1522175246857,-191.18053091576544,194.4742410288251,-3.304801893006138,-44.8049658489417,221.12200479583367,221.12200479583367,-201.08693438515812,-44.8049658489417,-170.44882779968842,-118.84326371225076,184.4599158761337,-3.304801893006138,-44.8049658489417,-201.08693438515812,-88.56737860338085,-3.304801893006138,-44.8049658489417,250.66524330747117,221.12200479583367,44.651409780697406,221.12200479583367,-3.304801893006138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-227.6141961746114,-170.44882779968842,-3.304801893006138,184.4599158761337,-201.08693438515812,184.4599158761337,-201.08693438515812,-156.21259952095613,221.12200479583367,-201.08693438515812,-201.08693438515812,44.651409780697406,-44.8049658489417,184.4599158761337,184.4599158761337,-201.08693438515812,44.651409780697406,221.12200479583367,44.651409780697406,44.651409780697406,-170.44882779968842,-118.84326371225076,-170.44882779968842,-118.84326371225076,-170.44882779968842,-118.84326371225076,-232.26146456038043,-44.8049658489417,-78.96179924005159,203.07330131156752,203.07330131156752,-232.26146456038043,203.07330131156752,179.8879236233047,-3.304801893006138,-201.08693438515812,200.1522175246857,-88.56737860338085,250.66524330747117,250.66524330747117,-201.08693438515812,184.4599158761337,-78.96179924005159,44.651409780697406,184.4599158761337,184.4599158761337,-201.08693438515812,-78.96179924005159,221.12200479583367,184.4599158761337,250.66524330747117,-88.56737860338085,-201.08693438515812,-201.08693438515812,-88.56737860338085,-201.08693438515812,221.12200479583367,200.1522175246857,200.1522175246857,-156.21259952095613,-118.84326371225076,-156.21259952095613,221.12200479583367,-78.96179924005159,-191.18053091576544,179.8879236233047,-118.84326371225076,-44.8049658489417,200.1522175246857,44.651409780697406,-44.8049658489417,250.66524330747117,-232.26146456038043,-170.44882779968842,-170.44882779968842,44.651409780697406,179.8879236233047,184.4599158761337,-170.44882779968842,-191.18053091576544,-201.08693438515812,-88.56737860338085,-3.304801893006138,-3.304801893006138,-191.18053091576544,44.651409780697406,44.651409780697406,-170.44882779968842,-44.8049658489417,179.8879236233047,-118.84326371225076,44.651409780697406,-170.44882779968842,-191.18053091576544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-227.6141961746114,44.651409780697406,-3.304801893006138,-44.8049658489417,-3.304801893006138,179.8879236233047,221.12200479583367,-44.8049658489417,-3.304801893006138,-191.18053091576544,184.4599158761337,-44.8049658489417,-170.44882779968842,-170.44882779968842,-3.304801893006138,-232.26146456038043,-44.8049658489417,-78.96179924005159,-78.96179924005159,203.07330131156752,-232.26146456038043,203.07330131156752,44.651409780697406,-3.304801893006138,184.4599158761337,179.8879236233047,-3.304801893006138,184.4599158761337,250.66524330747117,-227.6141961746114,-3.304801893006138,-201.08693438515812,44.651409780697406,-3.304801893006138,-88.56737860338085,-227.6141961746114,-78.96179924005159,184.4599158761337,-201.08693438515812,250.66524330747117,-88.56737860338085,-88.56737860338085,-88.56737860338085,-88.56737860338085,-201.08693438515812,221.12200479583367,-118.84326371225076,-118.84326371225076,184.4599158761337,-118.84326371225076,-156.21259952095613,200.1522175246857,-118.84326371225076,44.651409780697406,-232.26146456038043,221.12200479583367,200.1522175246857,221.12200479583367,-170.44882779968842,221.12200479583367,-44.8049658489417,-3.304801893006138,-156.21259952095613,-118.84326371225076,221.12200479583367,-156.21259952095613,-118.84326371225076,221.12200479583367,-170.44882779968842,-201.08693438515812,-44.8049658489417,221.12200479583367,221.12200479583367,44.651409780697406,-44.8049658489417,250.66524330747117,250.66524330747117,250.66524330747117,250.66524330747117,184.4599158761337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-227.6141961746114,221.12200479583367,-170.44882779968842,-201.08693438515812,250.66524330747117,-191.18053091576544,-201.08693438515812,-170.44882779968842,-3.304801893006138,-3.304801893006138,184.4599158761337,-3.304801893006138,250.66524330747117,-118.84326371225076,-88.56737860338085,-118.84326371225076,200.1522175246857,-78.96179924005159,-191.18053091576544,-191.18053091576544,250.66524330747117,250.66524330747117,250.66524330747117,203.07330131156752,203.07330131156752,203.07330131156752,-3.304801893006138,-3.304801893006138,184.4599158761337,184.4599158761337,221.12200479583367,-44.8049658489417,44.651409780697406,44.651409780697406,-232.26146456038043,44.651409780697406,203.07330131156752,221.12200479583367,-78.96179924005159,-44.8049658489417,-44.8049658489417,184.4599158761337,-88.56737860338085,200.1522175246857,-88.56737860338085,-118.84326371225076,221.12200479583367,-118.84326371225076,-118.84326371225076,221.12200479583367,-201.08693438515812,250.66524330747117,200.1522175246857,184.4599158761337,250.66524330747117,-232.26146456038043,-170.44882779968842,-88.56737860338085,44.651409780697406,-232.26146456038043,-88.56737860338085,194.4742410288251,-156.21259952095613,200.1522175246857,-88.56737860338085,-3.304801893006138,250.66524330747117,203.07330131156752,-170.44882779968842,200.1522175246857,221.12200479583367,-78.96179924005159,-44.8049658489417,203.07330131156752,-3.304801893006138,-232.26146456038043,-118.84326371225076,179.8879236233047,-3.304801893006138,250.66524330747117,-170.44882779968842,179.8879236233047,221.12200479583367,200.1522175246857,250.66524330747117,-78.96179924005159,-191.18053091576544,184.4599158761337,-232.26146456038043,-227.6141961746114,-201.08693438515812,-201.08693438515812,-170.44882779968842,-201.08693438515812,-201.08693438515812,-170.44882779968842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-227.6141961746114,-201.08693438515812,-3.304801893006138,184.4599158761337,-170.44882779968842,-88.56737860338085,194.4742410288251,-232.26146456038043,221.12200479583367,179.8879236233047,184.4599158761337,221.12200479583367,184.4599158761337,-118.84326371225076,-170.44882779968842,200.1522175246857,221.12200479583367,250.66524330747117,184.4599158761337,221.12200479583367,179.8879236233047,-118.84326371225076,221.12200479583367,250.66524330747117,-118.84326371225076,-44.8049658489417,203.07330131156752,-3.304801893006138,-88.56737860338085,200.1522175246857,-170.44882779968842,179.8879236233047,-170.44882779968842,44.651409780697406,203.07330131156752,-88.56737860338085,-232.26146456038043,-201.08693438515812,250.66524330747117,250.66524330747117,184.4599158761337,203.07330131156752,-44.8049658489417,44.651409780697406,-201.08693438515812,-78.96179924005159,-191.18053091576544,-78.96179924005159,-191.18053091576544,-201.08693438515812,-170.44882779968842,-232.26146456038043,250.66524330747117,179.8879236233047,179.8879236233047,-44.8049658489417,203.07330131156752,-44.8049658489417,44.651409780697406,250.66524330747117,-118.84326371225076,203.07330131156752,200.1522175246857,-201.08693438515812,194.4742410288251,-44.8049658489417,44.651409780697406,221.12200479583367,-78.96179924005159,-118.84326371225076,-88.56737860338085,-191.18053091576544,-191.18053091576544,-78.96179924005159,250.66524330747117,179.8879236233047,184.4599158761337,44.651409780697406,184.4599158761337,250.66524330747117,200.1522175246857,184.4599158761337,-201.08693438515812,-201.08693438515812,-170.44882779968842,221.12200479583367,184.4599158761337,-118.84326371225076,-118.84326371225076,-88.56737860338085,-191.18053091576544,-191.18053091576544,-78.96179924005159,250.66524330747117,179.8879236233047,184.4599158761337,44.651409780697406,184.4599158761337,250.66524330747117,200.1522175246857,184.4599158761337,-201.08693438515812,-201.08693438515812,-170.44882779968842,221.12200479583367,184.4599158761337,-118.84326371225076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-227.6141961746114,-191.18053091576544,-88.56737860338085,179.8879236233047,-88.56737860338085,-3.304801893006138,-78.96179924005159,-3.304801893006138,-232.26146456038043,221.12200479583367,184.4599158761337,200.1522175246857,179.8879236233047,250.66524330747117,-3.304801893006138,221.12200479583367,44.651409780697406,-118.84326371225076,250.66524330747117,-191.18053091576544,-44.8049658489417,203.07330131156752,-3.304801893006138,-78.96179924005159,179.8879236233047,-170.44882779968842,250.66524330747117,-78.96179924005159,-201.08693438515812,194.4742410288251,-201.08693438515812,-170.44882779968842,-232.26146456038043,-118.84326371225076,-44.8049658489417,-78.96179924005159,-44.8049658489417,-201.08693438515812,179.8879236233047,-156.21259952095613,179.8879236233047,-78.96179924005159,-78.96179924005159,184.4599158761337,-170.44882779968842,221.12200479583367,184.4599158761337,-88.56737860338085,-44.8049658489417,44.651409780697406,250.66524330747117,221.12200479583367,203.07330131156752,179.8879236233047,184.4599158761337,-44.8049658489417,203.07330131156752,200.1522175246857,-88.56737860338085,-191.18053091576544,184.4599158761337,-191.18053091576544,-191.18053091576544,250.66524330747117,200.1522175246857,-44.8049658489417,-170.44882779968842,-201.08693438515812,44.651409780697406,-78.96179924005159,-232.26146456038043,-78.96179924005159,-118.84326371225076,44.651409780697406,-227.6141961746114,-118.84326371225076,200.1522175246857,44.651409780697406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
